"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"CertICAOVDS","CertICAOVDS","","","",0,*,"","","","null {[]} {[]}
","Certificate - ICAO Visible Digital Seal Logical Model","Data elements for the ICAO Visible Digital Seal Core Data Set. Based on <https://www.icao.int/vdsnc-spec> as of 2023-02-02.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"CertICAOVDS.data","CertICAOVDS.data","","","",1,1,"","","","BackboneElement {[]} {[]}
","Data","Data","","","","","","","","","",,,,,"",,,,"CertICAOVDS.data",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CertICAOVDS.data.id","CertICAOVDS.data.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"CertICAOVDS.data.extension","CertICAOVDS.data.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"CertICAOVDS.data.modifierExtension","CertICAOVDS.data.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"CertICAOVDS.data.hdr","CertICAOVDS.data.hdr","","","",1,1,"","","","BackboneElement {[]} {[]}
","Header","Header","","","","","","","","","",,,,,"",,,,"CertICAOVDS.data.hdr",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CertICAOVDS.data.hdr.id","CertICAOVDS.data.hdr.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"CertICAOVDS.data.hdr.extension","CertICAOVDS.data.hdr.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"CertICAOVDS.data.hdr.modifierExtension","CertICAOVDS.data.hdr.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"CertICAOVDS.data.hdr.t","CertICAOVDS.data.hdr.t","","","",1,1,"","","","string {[]} {[]}
","Type (either `icao.test` for proof of testing, or `icao.vacc` for proof of vaccination)","Type (either `icao.test` for proof of testing, or `icao.vacc` for proof of vaccination)","","","","","","","","","",,,,,"",,,,"CertICAOVDS.data.hdr.t",1,1,"",""
"CertICAOVDS.data.hdr.v","CertICAOVDS.data.hdr.v","","","",1,1,"","","","integer {[]} {[]}
","Version","Version","","","","","","","","","",,,,,"",,,,"CertICAOVDS.data.hdr.v",1,1,"",""
"CertICAOVDS.data.hdr.is","CertICAOVDS.data.hdr.is","","","",1,1,"","","","string {[]} {[]}
","IssuingCountry (ISO-3166 three letter code; see element details)","The three letter code is according to Doc 9303-3, which defines this as ISO-3166 country codes.","","","","","","","","","",,"required","","http://hl7.org/fhir/ValueSet/iso3166-1-3","",,,,"CertICAOVDS.data.hdr.is",1,1,"",""
"CertICAOVDS.data.msg","CertICAOVDS.data.msg","","","",1,1,"","","","BackboneElement {[]} {[]}
","Message","Message","","","","","","","","","",,,,,"",,,,"CertICAOVDS.data.msg",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CertICAOVDS.data.msg.id","CertICAOVDS.data.msg.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"CertICAOVDS.data.msg.extension","CertICAOVDS.data.msg.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"CertICAOVDS.data.msg.modifierExtension","CertICAOVDS.data.msg.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"CertICAOVDS.data.msg.pid","CertICAOVDS.data.msg.pid","","","",1,1,"","","","BackboneElement {[]} {[]}
","PersonalInformation (more info in element description)","PersonalInformation (more info in element description)","`pid.n`, `pid.dob`, `pid.dt`, and `pid.dn` are required for the `icao.test` type.

`pid.n` and either `pid.i` or `pid.dob` are required for the `icao.vacc` type.

Cardinalities in the logical model for these elements are set to `0..1` to accommodate the different schemas for the two different credential types.","","","","","","","","",,,,,"",,,,"CertICAOVDS.data.msg.pid",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CertICAOVDS.data.msg.pid.id","CertICAOVDS.data.msg.pid.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"CertICAOVDS.data.msg.pid.extension","CertICAOVDS.data.msg.pid.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"CertICAOVDS.data.msg.pid.modifierExtension","CertICAOVDS.data.msg.pid.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"CertICAOVDS.data.msg.pid.n","CertICAOVDS.data.msg.pid.n","","","",1,1,"","","","string {[]} {[]}
","Name (Name of the holder (as specified in Doc 9303-3) MUST be used.)","Name (Name of the holder (as specified in Doc 9303-3) MUST be used.)","","","","","","","","","",,,,,"",,,,"CertICAOVDS.data.msg.pid.n",1,1,"",""
"CertICAOVDS.data.msg.pid.dob","CertICAOVDS.data.msg.pid.dob","","","",0,1,"","","","date {[]} {[]}
","Date of Birth (The DOB of the test subject. The [RFC 3339] full date format YYYY-MM- DD MUST be used.)","Date of Birth (The DOB of the test subject. The [RFC 3339] full date format YYYY-MM- DD MUST be used.)","","","","","","","","","",,,,,"",,,,"CertICAOVDS.data.msg.pid.dob",0,1,"",""
"CertICAOVDS.data.msg.pid.dt","CertICAOVDS.data.msg.pid.dt","","","",0,1,"","","","string {[]} {[]}
","ID Document Type of the identity document (see element details)","The ID Document Type of the identity document MUST be used. Only these values MUST be used:

- `P` – Passport (Doc 9303-4)
- `A` – ID Card (Doc 9303-5)
- `C` – ID Card (Doc 9303-5)
- `I` – ID Card Doc 9303-5)
- `AC` - Crew Member Certificate (Doc 9303-5)
- `V` – Visa (Doc 9303-7)
- `D` – Driving License (ISO 18013-1)","","","","","","","","","",,,,,"",,,,"CertICAOVDS.data.msg.pid.dt",0,1,"",""
"CertICAOVDS.data.msg.pid.dn","CertICAOVDS.data.msg.pid.dn","","","",1,1,"","","","string {[]} {[]}
","ID Document Number of the identity document","ID Document Number of the identity document","","","","","","","","","",,,,,"",,,,"CertICAOVDS.data.msg.pid.dn",1,1,"",""
"CertICAOVDS.data.msg.pid.i","CertICAOVDS.data.msg.pid.i","","","",0,1,"","","","string {[]} {[]}
","Travel Document Number","Travel Document Number","","","","","","","","","",,,,,"",,,,"CertICAOVDS.data.msg.pid.i",0,1,"",""
"CertICAOVDS.data.msg.pid.ai","CertICAOVDS.data.msg.pid.ai","","","",0,1,"","","","string {[]} {[]}
","Other Document Number","Other Document Number","","","","","","","","","",,,,,"",,,,"CertICAOVDS.data.msg.pid.ai",0,1,"",""
"CertICAOVDS.data.msg.pid.sex","CertICAOVDS.data.msg.pid.sex","","","",0,1,"","","","string {[]} {[]}
","Sex of the test subject (as specified in Doc 9303-4 Section 4.1.1.1 – Visual Inspection Zone)","Sex of the test subject (as specified in Doc 9303-4 Section 4.1.1.1 – Visual Inspection Zone)","","","","","","","","","",,,,,"",,,,"CertICAOVDS.data.msg.pid.sex",0,1,"",""
"CertICAOVDS.data.msg.utci","CertICAOVDS.data.msg.utci","","","",0,1,"","","","string {[]} {[]}
","UTCI (Unique Test Certificate Identifier; used for `icao.test` only, not used of `icao.vacc`)","UTCI (Unique Test Certificate Identifier; used for `icao.test` only, not used of `icao.vacc`)","","","","","","","","","",,,,,"",,,,"CertICAOVDS.data.msg.utci",0,1,"",""
"CertICAOVDS.data.msg.sp","CertICAOVDS.data.msg.sp","","","",0,1,"","","","BackboneElement {[]} {[]}
","ServiceProvider (Required for `icao.test` only, not used of `icao.vacc`)","ServiceProvider (Required for `icao.test` only, not used of `icao.vacc`)","","","","","","","","","",,,,,"",,,,"CertICAOVDS.data.msg.sp",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CertICAOVDS.data.msg.sp.id","CertICAOVDS.data.msg.sp.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"CertICAOVDS.data.msg.sp.extension","CertICAOVDS.data.msg.sp.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"CertICAOVDS.data.msg.sp.modifierExtension","CertICAOVDS.data.msg.sp.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"CertICAOVDS.data.msg.sp.spn","CertICAOVDS.data.msg.sp.spn","","","",1,1,"","","","string {[]} {[]}
","Name of testing facility or service provider","Name of testing facility or service provider","","","","","","","","","",,,,,"",,,,"CertICAOVDS.data.msg.sp.spn",1,1,"",""
"CertICAOVDS.data.msg.sp.ctr","CertICAOVDS.data.msg.sp.ctr","","","",1,1,"","","","string {[]} {[]}
","Country of test (spec does not indicate code system, but presumably this is ISO-3166 like the other country codes in the certificate)","Country of test (spec does not indicate code system, but presumably this is ISO-3166 like the other country codes in the certificate)","","","","","","","","","",,,,,"",,,,"CertICAOVDS.data.msg.sp.ctr",1,1,"",""
"CertICAOVDS.data.msg.sp.cd","CertICAOVDS.data.msg.sp.cd","","","",1,1,"","","","BackboneElement {[]} {[]}
","ContactDetails","ContactDetails","","","","","","","","","",,,,,"",,,,"CertICAOVDS.data.msg.sp.cd",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CertICAOVDS.data.msg.sp.cd.id","CertICAOVDS.data.msg.sp.cd.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"CertICAOVDS.data.msg.sp.cd.extension","CertICAOVDS.data.msg.sp.cd.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
